Prod_ID;Prod_model;Parent_ID;Prod_Status;Prod_tax;Prod_sort;Prod_lang;Product_Name;Manufacturer;Manuf_number;Manufacturer lookup;Manu_ID lookup;ProductDescription1;Images;Images_MED;Images_LRG;ShippingWeight;Weight;Caliber;Velocity;InStockQuantity;QBItem;WNet;CAD;GST;Duty 6.5%;Shipping;Cad_COST;CAD_Selling;SmallImageURL;Prod_Category;PRODUCT_CAY_NUM;CATEGORY;CATNUM; AI;AJ;SKU;Category1
2750;PY-A-3898;0;1;1;0;1;KWA ATP GBB Airsoft Pistol Magazine, 23 Rds;KWA;102;;; KWA gas magazine Fits KWA ATP Adaptive Training GBB Airsoft Pistol 23 rds </br></br>  Spend more time shooting by carrying spare magazines in the battlefield. This full metal gas magazine by KWA fits the KWA ATP gas blowback airsoft pistol. The magazine holds 23 rds and is great for extended airsoft skirmishes, pick one up today!  NOTE: The image of the magazine shown on the product page is not representative of how the magazine actually looks. It will look slightly different when you receive it.;pyr/KWA-Gas-ATP-GBB_KWA197-01202_mag_lg.jpg;pyr/KWA-Gas-ATP-GBB_KWA197-01202_mag_lg.jpg;pyr/KWA-Gas-ATP-GBB_KWA197-01202_mag_lg.jpg;0.25;0.11;;;100;KWA197-01202;27.85;30.58;1.53;2.09;2;34.67;41.6;pyrsm/KWA-Gas-ATP-GBB_KWA197-01202_mag_sm.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-3898;;PY-A-1038;MAINTENANCE AND CLEANING
2751;PY-A-3702;0;1;1;0;1;KWA H&K G36C Airsoft Rifle Magazine, 430 Rds;KWA;102;;; KWA H&K AEG magazine Fits G36C airsoft rifles, AEG only  Not compatable with dual power G36C  430 rds </br></br>  Spare magazines are essential for extended airsoft skirmishes. This high-capacity 430 rd magazine by KWA is great to carry in the battlefield. Pick up one for your G36C airsoft rifle today!;pyr/KWA-G36C_KWA197-04501_mag_lg.jpg;pyr/KWA-G36C_KWA197-04501_mag_lg.jpg;pyr/KWA-G36C_KWA197-04501_mag_lg.jpg;0.2;0.09;;;100;KWA197-04501;20.09;22.06;1.1;1.51;2;25.57;30.68;pyrsm/KWA-G36C_KWA197-04501_mag_sm.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-3702;;PY-A-3498;MAINTENANCE AND CLEANING
2752;PY-A-4631;0;1;1;0;1;KWA H&K USP Airsoft Pistol Magazine, 25 Rds;KWA;102;;; Gas airsoft pistol magazine Fits KWA H&K USP NS2 Tactical gas blowback airsoft pistols 25 rds ;pyr/KWA-25rd-HK-USP-Tactical-NS2-GBB-Pistol-Magazine_KWA197-01531.jpg;pyr/KWA-25rd-HK-USP-Tactical-NS2-GBB-Pistol-Magazine_KWA197-01531.jpg;pyr/KWA-25rd-HK-USP-Tactical-NS2-GBB-Pistol-Magazine_KWA197-01531.jpg;0.2;0.09;;;100;KWA197-01531;32.13;35.28;1.76;2.41;2;39.69;47.63;pyrsm/KWA-25rd-HK-USP-Tactical-NS2-GBB-Pistol-Magazine_KWA197-01531_sm.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-4631;;PY-A-612;MAINTENANCE AND CLEANING
2753;PY-A-4195;0;1;1;0;1;KWA K120 Polymer Airsoft Rifle Magazine, 6ct;KWA;102;;; 120rds M4/M16 Series AEG rifle magazine Polymer material 6ct </br></br>  Carry these spare magazines for your next airsoft skirmish! These KWA magazines come in packs of 6 and are made with durable polymer material that can withstand punishment in the elements.;pyr/KWA-K120-Polymer-magazine-6-Pack_KWA197-04106.jpg;pyr/KWA-K120-Polymer-magazine-6-Pack_KWA197-04106.jpg;pyr/KWA-K120-Polymer-magazine-6-Pack_KWA197-04106.jpg;0.55;0.25;;;100;KWA197-04106;50.43;55.38;2.77;3.78;2;61.16;73.39;pyrsm/KWA-K120-Polymer-magazine-6-Pack_KWA197-04106_sm.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-4195;;PY-A-1012;MAINTENANCE AND CLEANING
2754;PY-A-3701;0;1;1;0;1;KWA KM4/KM16 AEG Airsoft Rifle Magazine, 120 Rds;KWA;102;;; KWA AEG magazine Fits KWA KM4 and KM16 AEGs 120 rds </br></br>;pyr/KWA-M4-120rd_KWA197-04102_mag_lg.jpg;pyr/KWA-M4-120rd_KWA197-04102_mag_lg.jpg;pyr/KWA-M4-120rd_KWA197-04102_mag_lg.jpg;0.45;0.2;;;100;KWA197-04102;22.28;24.47;1.22;1.67;2;28.14;33.76;pyrsm/KWA-M4-120rd_KWA197-04102_mag_sm.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-3701;;PY-A-4290;MAINTENANCE AND CLEANING
2755;PY-A-3637;0;1;1;0;1;KWA KM4A1 Airsoft Rifle Magazine, 350 Rds;KWA;102;;; M4/M16 High Capacity Magazine Fits KWA SR and KM4 AEGs 350 rds </br></br>  Own a KWA KM4A1 airsoft rifle? This high-capacity 350 rd magazine by KWA lets you concentrate on your battlefield targets without worrying about constantly reloading. Pick up this spare magazine today!;pyr/KWA-Spare-MK4A1-Hi-Cap-350rd_JSP07823_mag_lg.jpg;pyr/KWA-Spare-MK4A1-Hi-Cap-350rd_JSP07823_mag_lg.jpg;pyr/KWA-Spare-MK4A1-Hi-Cap-350rd_JSP07823_mag_lg.jpg;0.55;0.25;;;100;KWA197-04101;22.28;24.47;1.22;1.67;2;28.14;33.76;pyrsm/KWA-Spare-MK4A1-Hi-Cap-350rd_JSP07823_mag_sm.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-3637;;PY-A-2072;MAINTENANCE AND CLEANING
2756;PY-A-4629;0;1;1;0;1;KWA KRISS Vector Airsoft SMG Magazine, 49 Rds;KWA;102;;; Airsoft submachine gun magazine Fits KWA KRISS Vector gas blowback airsoft submachine gun 49 rds   This spare gas blowback submachine gun magazine fits KWA KRISS Vector gas blowback airsoft submachine guns exclusively. Carry this spare magazine with you and avoid constant reloading in the battlefield, 49 rd capacity.;pyr/KWA-MAGAZINE-KRISS-VECTOR-GBB-40RD_KWA197-02133.jpg;pyr/KWA-MAGAZINE-KRISS-VECTOR-GBB-40RD_KWA197-02133.jpg;pyr/KWA-MAGAZINE-KRISS-VECTOR-GBB-40RD_KWA197-02133.jpg;0.5;0.23;;;100;KWA197-02133;37.13;40.77;2.04;2.78;2;45.56;54.67;pyrsm/KWA-MAGAZINE-KRISS-VECTOR-GBB-40RD_KWA197-02133_sm.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-4629;;PY-A-2693;MAINTENANCE AND CLEANING
2757;PY-A-5059;0;1;1;0;1;KWA KRISS Vector Airsoft SMG Magazine, 49 Rds, Tan;KWA;102;;; Airsoft submachine gun magazine Fits KWA KRISS Vector gas blowback airsoft submachine guns 49 rds Tan   KWA KRISS Vector gas blowback airsoft SMG magazine. Tan, 49 rds.;pyr/KWA-Kriss-Vector-GBB-49rd-Tan-Mag_KWA197-02134_lg.jpg;pyr/KWA-Kriss-Vector-GBB-49rd-Tan-Mag_KWA197-02134_lg.jpg;pyr/KWA-Kriss-Vector-GBB-49rd-Tan-Mag_KWA197-02134_lg.jpg;0.88;0.4;;;0;KWA197-02134;37.13;40.77;2.04;2.78;2;45.56;54.67;pyrsm/KWA-Kriss-Vector-GBB-49rd-Tan-Mag_KWA197-02134_sm.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-5059;;PY-A-3368;MAINTENANCE AND CLEANING
2758;PY-A-4646;0;1;1;0;1;KWA KZ75 Airsoft Pistol Magazine, 22 Rds;KWA;102;;; Airsoft pistol magazine Fits KWA KZ75 NS2 airsoft pistols 22 rds   Carry a spare magazine or two and avoid constantly reloading your gun. This magazine fits KWA KZ75 airsoft pistols exclusively. Black, 22 rds.;pyr/KWA-KZ75-Airsoft-Pistol-22-rd-Magazine_KWA197-01701.jpg;pyr/KWA-KZ75-Airsoft-Pistol-22-rd-Magazine_KWA197-01701.jpg;pyr/KWA-KZ75-Airsoft-Pistol-22-rd-Magazine_KWA197-01701.jpg;0.2;0.09;;;0;KWA197-01701;27.05;29.7;1.49;2.03;2;33.73;40.48;pyrsm/KWA-KZ75-Airsoft-Pistol-22-rd-Magazine_KWA197-01701_sm.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-4646;;PY-A-2703;MAINTENANCE AND CLEANING
2759;PY-A-4626;0;1;1;0;1;KWA LM4 PTR Airsoft Gas Blowback Rifle Magazine, 40 Rds;KWA;102;;; Airsoft rifle magazine Fits KWA LM4 PTR & LM4C PTR gas blowback airsoft rifles 40 rds ;pyr/KWA-LM4-PTR-and-LM4C-PTR-40-rd-magazine_KWA197-03201.jpg;pyr/KWA-LM4-PTR-and-LM4C-PTR-40-rd-magazine_KWA197-03201.jpg;pyr/KWA-LM4-PTR-and-LM4C-PTR-40-rd-magazine_KWA197-03201.jpg;0.5;0.23;;;100;KWA197-03201;36.77;40.38;2.02;2.76;2;45.13;54.16;pyrsm/KWA-LM4-PTR-and-LM4C-PTR-40-rd-magazine_KWA197-03201_sm.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-4626;;PY-A-2688;MAINTENANCE AND CLEANING
2760;PY-A-3880;0;1;1;0;1;KWA M11A1 Airsoft SMG Magazine, 48 Rds;KWA;102;;; KWA green gas magazine Fits M11A1 SMG submachine guns For NS2 gas blowback systems only 48 rds </br></br>  Pick up this replacement KWA magazine for your SMG submachine gun. This spare 48 rd magazine fits KWA's M11A1 SMG submachine gun exclusively. Spend more time shooting and less time reloading during intense airsoft skirmishes!;pyr/KWA-Spare-Mag-M11A1-SMG-NS2_KWA197-02401_lg.jpg;pyr/KWA-Spare-Mag-M11A1-SMG-NS2_KWA197-02401_lg.jpg;pyr/KWA-Spare-Mag-M11A1-SMG-NS2_KWA197-02401_lg.jpg;0.69;0.31;;;100;KWA197-02401;30.57;33.57;1.68;2.29;2;37.86;45.43;pyrsm/KWA-Spare-Mag-M11A1-SMG-NS2_KWA197-02401_sm.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-3880;;PY-A-1092;MAINTENANCE AND CLEANING
2761;PY-A-3636;0;1;1;0;1;KWA M226 NS2 Airsoft Pistol Magazine, 23 Rds;KWA;102;;; KWA gas magazine Full metal Fits KWA M226 NS2 gas blowback pistol 23 rds </br></br>  Spend more time shooting by carrying spare magazines in the battlefield. This full metal gas magazine by KWA fits the KWA M226 gas blowback airsoft pistol. The magazine holds 23 rds and is great for extended airsoft skirmishes, pick one up today!;pyr/KWA-Spare-M226-PTP_JSP05812_mag_lg.jpg;pyr/KWA-Spare-M226-PTP_JSP05812_mag_lg.jpg;pyr/KWA-Spare-M226-PTP_JSP05812_mag_lg.jpg;0.25;0.11;;;100;KWA197-01601;27.85;30.58;1.53;2.09;2;34.67;41.6;pyrsm/KWA-Spare-M226-PTP_JSP05812_mag_sm.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-3636;;PY-A-2694;MAINTENANCE AND CLEANING
2762;PY-A-3697;0;1;1;0;1;KWA M9 NS2 GBB Airsoft Pistol Magazine, 24 Rds;KWA;102;;; KWA gas blowback magazine Fits M9 Series (M9 PTP/M9PTP-T) NS2 GBB airsoft pistols 24 rds </br></br>  Carrying spare magazines lets you spend less time reloading in the battlefield. This gas blowback magazine by KWA fits M9 series gas blowback airsoft pistols exclusively. Pick one up for your next airsoft skirmish!;pyr/KWA-M9-NS2_KWA197-01101_mag_lg.jpg;pyr/KWA-M9-NS2_KWA197-01101_mag_lg.jpg;pyr/KWA-M9-NS2_KWA197-01101_mag_lg.jpg;0.2;0.09;;;100;KWA197-01101;26.21;28.78;1.44;1.96;2;32.75;39.29;pyrsm/KWA-M9-NS2_KWA197-01101_mag_sm.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-3697;;PY-A-1094;MAINTENANCE AND CLEANING
2763;PY-A-3854;0;1;1;0;1;KWA M9 NS2 GBB Airsoft Pistol Magazine, 32 Rds;KWA;102;;; KWA gas blowback pistol magazine Fits M9 series (M9 PTP/M9PTP-T) NS2 GBB airsoft pistols 32 rds </br></br>  Carrying spare magazines lets you spend less time reloading in the battlefield. This gas blowback magazine by KWA fits M9 series gas blowback airsoft pistols exclusively. Pick one up for your next airsoft skirmish!;pyr/KWA-M9-32rd-Spare-Mag_KWA197-01102_lg.jpg;pyr/KWA-M9-32rd-Spare-Mag_KWA197-01102_lg.jpg;pyr/KWA-M9-32rd-Spare-Mag_KWA197-01102_lg.jpg;0.22;0.1;;;100;KWA197-01102;34.44;37.82;1.89;2.58;2;42.4;50.88;pyrsm/KWA-M9-32rd-Spare-Mag_KWA197-01102_sm.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-3854;;PY-A-2689;MAINTENANCE AND CLEANING
2764;PY-A-3698;0;1;1;0;1;KWA M9 NS2 GBB Airsoft Pistol Magazine, 48 Rds;KWA;102;;; KWA gas blowback magazine Fits all M9 Series NS2 GBB airsoft pistols 48 rds </br></br>  This gas blowback magazine by KWA fits the NS2 equipped M9 series green gas airsoft pistols exclusively. An extended 48 rd capacity lets you spend more time shooting and less time reloading during intense airsoft wars. Pick one up today!;pyr/KWA-M9-NS2_KWA197-01103_mag_lg.jpg;pyr/KWA-M9-NS2_KWA197-01103_mag_lg.jpg;pyr/KWA-M9-NS2_KWA197-01103_mag_lg.jpg;0.23;0.1;;;100;KWA197-01103;36.77;40.38;2.02;2.76;2;45.13;54.16;pyrsm/KWA-M9-NS2_KWA197-01103_mag_sm.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-3698;;PY-A-1095;MAINTENANCE AND CLEANING
2765;PY-A-4744;0;1;1;0;1;KWA Magpul PTS FPG/ATP GBB Airsoft Magazine, 48 Rds;KWA;102;;; Full metal green gas magazine Compatible with the KWA NS2 ATP, the ATP Auto and the Magpul FPG Gas Blowback airsoft guns 48 rds   Pick up this spare magazine and enjoy rapping off rounds continually without worrying about constantly reloading your gun. This green gas magazine fits KWA NS2 ATP, ATP Auto & Magpul FPG GBB airsoft guns. Black, 48 rds.;pyr/KWA-MAG-MAGPUL-PTS-FPG-ATP-ATP-Auto-48rd_KWA197-02102.jpg;pyr/KWA-MAG-MAGPUL-PTS-FPG-ATP-ATP-Auto-48rd_KWA197-02102.jpg;pyr/KWA-MAG-MAGPUL-PTS-FPG-ATP-ATP-Auto-48rd_KWA197-02102.jpg;0.2;0.09;;;100;KWA197-02102;36.77;40.38;2.02;2.76;2;45.13;54.16;pyrsm/KWA-MAG-MAGPUL-PTS-FPG-ATP-ATP-Auto-48rd_KWA197-02102_sm.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-4744;;PY-A-1090;MAINTENANCE AND CLEANING
2766;PY-A-4949;0;1;1;0;1;KWA Magpul RM4 PTS Scout ERG AEG Airsoft Rifle 30/60rd Magazines, 3pk;KWA;102;;; Airsoft PTS RM4 PMAG Adjustable 30/60 Round Capacity magazine Fits KWA Magpul RM4 PTS Scout ERG AEG airsoft rifles 3pk   Own a KWA Magpul RM4 PTS Scout ERG AEG airsoft rifle? Carrying spare magazines lets you concentrate on your targets without worrying about constantly reloading your gun. These magazines have a variable capacity of 30 or 60 rds selectable by switch. Simply depress the rear button on the baseplate of the magazine & remove it, you'll be able to access the selectable capacity switch by pressing the loading port downward. Select between 30 or 60 rds. These magazines come in packages of three, so you'll be well prepared for extended airsoft skirmishes!  The magazine is compatible with KWA Magpul RM4 PTS Scout ERG airsoft rifles only.;pyr/KWA-Magpul-Licensed-RM4-PTS-Scout-ERG-Magazines_KWA197-06301.jpg;pyr/KWA-Magpul-Licensed-RM4-PTS-Scout-ERG-Magazines_KWA197-06301.jpg;pyr/KWA-Magpul-Licensed-RM4-PTS-Scout-ERG-Magazines_KWA197-06301.jpg;0.5;0.23;;;100;KWA197-06301;32.98;36.22;1.81;2.47;2;40.69;48.82;pyrsm/KWA-Magpul-Licensed-RM4-PTS-Scout-ERG-Magazines_KWA197-06301_sm.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-4949;;PY-A-4478;MAINTENANCE AND CLEANING
2767;PY-A-4908;0;1;1;0;1;KWA MK I-IV Green Gas Airsoft Pistol Magazine, 21 Rds;KWA;102;;; KWA green gas metal magazine Fits M1911 MARK I-IV series green gas airsoft pistols 21 rds </br></br>  Own a KWA M1911 MARK I-IV green gas pistol? This spare 21 rd magazine lets you concentrate on your battlefield targets without worrying about constant reloading. Pick up this spare magazine for your next airsoft skirmish!;pyr/KWA-1911-MK_KWA197-01301_mag_lg.jpg;pyr/KWA-1911-MK_KWA197-01301_mag_lg.jpg;pyr/KWA-1911-MK_KWA197-01301_mag_lg.jpg;0.22;0.1;;;0;KWA197-01302;26.27;28.85;1.44;1.97;2;32.82;39.38;pyrsm/KWA-1911-MK_KWA197-01301_mag_sm.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-4908;;PY-A-4835;MAINTENANCE AND CLEANING
2768;PY-A-4186;0;1;1;0;1;KWA TT-33 Airsoft Pistol Magazine, 11 Rds;KWA;102;;; TT-33 airsoft pistol magazine Fits KWA TT-33 GBB airsoft pistols 11 rds </br></br>  Constantly reloading your gun can be a hassle during airsoft skirmishes. Carrying spare clips can cut down on time spent reloading your gun during battle. This spare magazine fits KWA TT-33 gas blowback airsoft pistols exclusively.;pyr/Magazine-for-KWA-TT-33-GBB_KWA197-01733.jpg;pyr/Magazine-for-KWA-TT-33-GBB_KWA197-01733.jpg;pyr/Magazine-for-KWA-TT-33-GBB_KWA197-01733.jpg;0.23;0.1;;;100;KWA197-01733;23.64;25.96;1.3;1.77;2;29.73;35.68;pyrsm/Magazine-for-KWA-TT-33-GBB_KWA197-01733_sm.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-4186;;PY-A-4996;MAINTENANCE AND CLEANING
2769;PY-A-3866;0;1;1;0;1;KWA USP Compact Airsoft Pistol Magazine, 22 Rds;KWA;102;;; Green gas magazine Fits USP Compact green gas airsoft pistols 22 rds </br></br>  Own a KWA USP Compact airsoft pistol? This spare 22 rd green gas magazine lets you concentrate on shooting without worrying about constant reloading during intense airsoft wars. Pick up this spare magazine today!;pyr/HK-KWA-Compact-USP-22rd_HK-2275005_mag_lg-logo.jpg;pyr/HK-KWA-Compact-USP-22rd_HK-2275005_mag_lg-logo.jpg;pyr/HK-KWA-Compact-USP-22rd_HK-2275005_mag_lg-logo.jpg;0.25;0.11;;;100;HK-2275005;34.28;37.64;1.88;2.57;2;42.21;50.65;pyrsm/HK-KWA-Compact-USP-22rd_HK-2275005_mag_sm-logo.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-3866;;PY-A-4892;MAINTENANCE AND CLEANING
2770;PY-A-4933;0;1;1;0;1;KWA USP Match NS2 Gas Airsoft Pistol Magazine, 25 Rds;KWA;102;;; Airsoft pistol magazine Fits KWA USP Match NS2 gas airsoft pistols 25 rds   Carry replacement magazines to avoid unnecessary time spent reloading in the battlefield. This 25 rd replacement magazine fits KWA USP Match NS2 gas airsoft pistols exclusively. Pick up this magazine for your next airsoft skirmish!;pyr/KWA--USP-Match-NS2-KWA-Magazine_KWA197-01541.jpg;pyr/KWA--USP-Match-NS2-KWA-Magazine_KWA197-01541.jpg;pyr/KWA--USP-Match-NS2-KWA-Magazine_KWA197-01541.jpg;0.2;0.09;;;100;KWA197-01541;33.1;36.35;1.82;2.48;2;40.83;48.99;pyrsm/KWA--USP-Match-NS2-KWA-Magazine_KWA197-01541_sm.jpg;AIRSOFT MAGAZINES/CLIPS;18;;;PY-A-4933;;PY-A-1152;MAINTENANCE AND CLEANING
2771;PY-P-727;0;1;1;0;1;KSC/KWA 6mm perfect airsoft BBs, 0.20g, 4,000 rds, white;KWA;102;;; Highly polished 6mm airsoft BBs 0.20g 4,000 rds White  Made in Taiwan ;pyr/KSC-KWA-BBs-02g--4000-198-00103_lg.jpg;pyr/KSC-KWA-BBs-02g--4000-198-00103_lg.jpg;pyr/KSC-KWA-BBs-02g--4000-198-00103_lg.jpg;0.98;0.45;6mm;;100;KWA198-00103;7.87;8.64;0.43;0.59;2;11.23;13.48;pyrsm/KSC-KWA-BBs-02g--4000-198-00103_sm.jpg;AMMO;20;;;PY-P-727;;PY-A-2967;MAINTENANCE AND CLEANING
2772;PY-P-728;0;1;1;0;1;KSC/KWA 6mm perfect airsoft BBs, 0.25g, 3000 rds, white;KWA;102;;; Highly polished 6mm airsoft BBs 0.25g 3000 rds White  Made in Taiwan ;pyr/KWA-perfect-airsoft-BBs-25g-3000rds-white_KWA198-00113_lg.jpg;pyr/KWA-perfect-airsoft-BBs-25g-3000rds-white_KWA198-00113_lg.jpg;pyr/KWA-perfect-airsoft-BBs-25g-3000rds-white_KWA198-00113_lg.jpg;0.93;0.42;6mm;;100;KWA198-00113;7.87;8.64;0.43;0.59;2;11.23;13.48;pyrsm/KWA-perfect-airsoft-BBs-25g-3000rds-white_KWA198-00113_sm.jpg;AMMO;20;;;PY-P-728;;PY-A-2354;MAINTENANCE AND CLEANING
2773;PY-A-4662;0;1;1;0;1;KWA FLASHBANG Magazine -001;KWA;102;;; FLASHBANG magazine Winter 2012/2013 edition - 001 Released in 2013 Publication dedicated to law enforcement & military special units:  RAID (France) STAR (Singapur) PIKETEN (Sweden)    Take an exclusive photographic journey into the best operational police and military units. Every issue features three units from across the world and gives readers and inside view on their preparations and training. FLASHBANG magazine is completely ad-free specialized publication exclusively dedicated to law enforcement and military special units. A percentage of the proceeds from the sale of this magazine are donated directly to each unit or association featured in the magazine, or to the non-profit organization of their choice.;pyr/2012-FLASHBANG-Magazine_KWA-198-99991.jpg;pyr/2012-FLASHBANG-Magazine_KWA-198-99991.jpg;pyr/2012-FLASHBANG-Magazine_KWA-198-99991.jpg;0.3;0.14;;;100;KWA-198-99991;24.82;27.25;1.36;1.86;2;31.11;37.34;pyrsm/2012-FLASHBANG-Magazine_KWA-198-99991_sm.jpg;EDUCATIONAL BOOKS, VIDEOS, CDS AND GAMES;28;;;PY-A-4662;;PY-A-4634;MAINTENANCE AND CLEANING
2774;PY-A-4564;0;1;1;0;1;KWA ATP Replacement Magazine Lip, Fits KWA ATP Gas Blowback Airsoft Pistol Magazines;KWA;102;;; Magazine lip Fits KWA ATP gas blowback airsoft pistol magazines </br></br>  Broken magazine lip on your KWA ATP pistol magazine? This replacement KWA part is a direct replacement for cracked or broken magazine lips for KWA ATP gas blowback airsoft pistol magazines exclusively. Get your gun back in firing shape and pick up this replacement magazine lip today!;pyr/KWA-GBB-Parts-ATP-Magazine-Lip_KWA199-0102-MG3.jpg;pyr/KWA-GBB-Parts-ATP-Magazine-Lip_KWA199-0102-MG3.jpg;pyr/KWA-GBB-Parts-ATP-Magazine-Lip_KWA199-0102-MG3.jpg;0.23;0.1;;;100;KWA199-0102-MG3;7.96;8.74;0.44;0.6;2;11.34;13.6;pyrsm/KWA-GBB-Parts-ATP-Magazine-Lip_KWA199-0102-MG3_sm.jpg;KWA AIRSOFT PARTS;32;;;PY-A-4564;;PY-A-2343;MAINTENANCE AND CLEANING
2775;PY-A-4145;0;1;1;0;1;KWA Green Gas Pistol Magazine Charging Valve, Fits KWA Green Gas Airsoft Pistol Magazines;KWA;102;;; Green gas blowback pistol magazine charging valve Fits KWA green gas blowback airsoft pistols   Broken charging valve on your KWA airsoft pistol magazine? Pick up this replacement charging valve for your magaine and get your green gas pistol back in firing shape! This charging valve fits KWA green gas blowback airsoft pistols exclusively.;pyr/KWA-GBB-Magazine-Charging-Valve_KWA1990999-0002_lg.jpg;pyr/KWA-GBB-Magazine-Charging-Valve_KWA1990999-0002_lg.jpg;pyr/KWA-GBB-Magazine-Charging-Valve_KWA1990999-0002_lg.jpg;0.23;0.1;;;100;KWA1990999-0002;4.02;4.41;0.22;0.3;2;6.72;8.06;pyrsm/KWA-GBB-Magazine-Charging-Valve_KWA1990999-0002_sm.jpg;KWA AIRSOFT PARTS;32;;;PY-A-4145;;PY-A-4479;MAINTENANCE AND CLEANING
2776;PY-A-4142;0;1;1;0;1;KWA Magazine Base Lock Seal, Fits KWA Gas Blowback Airsoft Pistol Magazines;KWA;102;;; Magazine base lock seal Fits KWA gas blowback airsoft pistol magazines: M17/M18C/M19/M23F/M26C/M34 ;pyr/KWA-GBB-Magazine-Base-Lock-Seal_KWA1990002-0217_lg.jpg;pyr/KWA-GBB-Magazine-Base-Lock-Seal_KWA1990002-0217_lg.jpg;pyr/KWA-GBB-Magazine-Base-Lock-Seal_KWA1990002-0217_lg.jpg;0.23;0.1;;;100;KWA1990002-0217;3.68;4.04;0.2;0.28;2;6.32;7.58;pyrsm/KWA-GBB-Magazine-Base-Lock-Seal_KWA1990002-0217_sm.jpg;KWA AIRSOFT PARTS;32;;;PY-A-4142;;PY-A-4864;MAINTENANCE AND CLEANING
2777;PY-A-4143;0;1;1;0;1;KWA Magazine Release Valve;KWA;102;;; KWA replacement magazine release valve Fits KWA All GBB Models except M11A1 smg Series and M226 PTP ;pyr/KWA-GBB-Magazine-Release-Valve_KWA1990999-0001_lg.jpg;pyr/KWA-GBB-Magazine-Release-Valve_KWA1990999-0001_lg.jpg;pyr/KWA-GBB-Magazine-Release-Valve_KWA1990999-0001_lg.jpg;0.23;0.1;;;100;KWA1990999-0001;8.34;9.16;0.46;0.63;2;11.78;14.14;pyrsm/KWA-GBB-Magazine-Release-Valve_KWA1990999-0001_sm.jpg;KWA AIRSOFT PARTS;32;;;PY-A-4143;;PY-A-2093;MAINTENANCE AND CLEANING
2778;PY-A-4141;0;1;1;0;1;KWA Nozzle Seal, Fits KWA Gas Blowback Airsoft Pistol Magazines;KWA;102;;; Nozzle seal Fits KWA gas blowback airsoft pistol magazines: M17/M18C/M19/M23F/M26C/M34 ;pyr/KWA-GBB-Magazine-Nozzle-Seal_KWA1990002-0209_lg.jpg;pyr/KWA-GBB-Magazine-Nozzle-Seal_KWA1990002-0209_lg.jpg;pyr/KWA-GBB-Magazine-Nozzle-Seal_KWA1990002-0209_lg.jpg;0.23;0.1;;;100;KWA1990002-0209;4.02;4.41;0.22;0.3;2;6.72;8.06;pyrsm/KWA-GBB-Magazine-Nozzle-Seal_KWA1990002-0209_sm.jpg;KWA AIRSOFT PARTS;32;;;PY-A-4141;;PY-A-222;MAINTENANCE AND CLEANING
2779;PY-A-4146;0;1;1;0;1;KWA Replacement Cylinder, Fits KWA ATP Gas Blowback Airsoft Pistols;KWA;102;;; Replacement cylinder Fits KWA ATP gas blowback airsoft pistols ;pyr/KWA-GBB-ATP-Cylinder_KWA1990102-0004_lg.jpg;pyr/KWA-GBB-ATP-Cylinder_KWA1990102-0004_lg.jpg;pyr/KWA-GBB-ATP-Cylinder_KWA1990102-0004_lg.jpg;0.23;0.1;;;100;KWA1990102-0004;7.64;8.39;0.42;0.57;2;10.96;13.15;pyrsm/KWA-GBB-ATP-Cylinder_KWA1990102-0004_sm.jpg;KWA AIRSOFT PARTS;32;;;PY-A-4146;;PY-A-311;MAINTENANCE AND CLEANING
